Gene,Main location,Other location,Expression type,Reliability
ENSG00000143374,Nucleus but not nucleoli;Cytoplasm,Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000143375,Cell Junctions,Nucleus but not nucleoli;Plasma membrane;Golgi apparatus,APE,Medium
ENSG00000143379,Nucleus but not nucleoli;Cytoplasm,Plasma membrane;Golgi apparatus,Staining,Supportive
ENSG00000143382,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000143384,Mitochondria,,APE,High
ENSG00000143393,Cytoplasm,,APE,Medium
ENSG00000143398,Plasma membrane,Nucleus but not nucleoli;Cytoplasm,Staining,Supportive
ENSG00000143409,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000143412,Nucleus but not nucleoli;Cytoplasm,,APE,Low
ENSG00000143416,Nucleoli,,APE,Medium
ENSG00000143418,Nuclear membrane;Endoplasmic reticulum,,Staining,Supportive
ENSG00000143436,Mitochondria,,Staining,Supportive
ENSG00000143437,Nucleus,,Staining,Supportive
ENSG00000143442,Nucleus,Cytoplasm,APE,High
ENSG00000143443,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000143452,Nucleus,Cytoskeleton (Intermediate filaments),Staining,Supportive
ENSG00000143457,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,Staining,Non-supportive
ENSG00000143458,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000143466,Nucleus,Cytoplasm,Staining,Supportive
ENSG00000143469,Vesicles,,Staining,Uncertain
ENSG00000143473,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000143476,Nucleus,,Staining,Uncertain
ENSG00000143486,Nucleus;Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000143499,Cytoplasm;Mitochondria,Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000143507,Nucleus but not nucleoli,Golgi apparatus,Staining,Supportive
ENSG00000143514,Plasma membrane;Cell Junctions,Nucleus;Cytoplasm,Staining,Non-supportive
ENSG00000143520,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000143536,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000143537,Mitochondria,,Staining,Uncertain
ENSG00000143543,Vesicles,Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000143545,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000143546,Vesicles,Nucleoli,Staining,Uncertain
ENSG00000143549,Cytoplasm,Cytoskeleton (Actin filaments),Staining,Supportive
ENSG00000143554,,,Staining,Uncertain
ENSG00000143556,Cytoplasm,,Staining,Supportive
ENSG00000143569,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000143570,Cytoplasm,,Staining,Non-supportive
ENSG00000143578,Nucleus but not nucleoli;Nuclear membrane,Mitochondria,Staining,Non-supportive
ENSG00000143612,Mitochondria,Cytoplasm,Staining,Uncertain
ENSG00000143614,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000143621,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000143627,Cytoplasm,,Staining,Uncertain
ENSG00000143630,,,Staining,Uncertain
ENSG00000143631,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000143633,Nucleus;Nucleoli,Cytoplasm,APE,Medium
ENSG00000143641,Golgi apparatus,,Staining,Supportive
ENSG00000143674,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000143727,Nucleus;Cytoplasm,,Staining,Supportive
ENSG00000143740,Cytoplasm,,Staining,Uncertain
ENSG00000143748,Cytoplasm,Nucleoli;Nucleus but not nucleoli;Aggresome,Staining,Supportive
ENSG00000143751,Nucleus;Plasma membrane;Cytoplasm,,APE,Medium
ENSG00000143753,Cytoplasm,,Staining,Uncertain
ENSG00000143793,Plasma membrane,Nucleus;Cytoplasm,Staining,Uncertain
ENSG00000143797,Cytoplasm,,Staining,Uncertain
ENSG00000143816,Nucleus but not nucleoli,Golgi apparatus,Staining,Uncertain
ENSG00000143839,Cytoplasm,Nucleus but not nucleoli;Vesicles,Staining,Uncertain
ENSG00000143850,Cytoplasm,Nucleus but not nucleoli;Cell Junctions,Staining,Uncertain
ENSG00000143851,,,Staining,Uncertain
ENSG00000143858,Vesicles,,Staining,Supportive
ENSG00000143867,Nucleoli,,Staining,Supportive
ENSG00000143870,,,Staining,Uncertain
ENSG00000143891,Nucleus but not nucleoli;Golgi apparatus,Cell Junctions,Staining,Uncertain
ENSG00000143921,Cytoplasm,,Staining,Uncertain
ENSG00000143924,Cytoskeleton (Microtubules),Cytoplasm;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000143951,,,Staining,Uncertain
ENSG00000143971,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000143994,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000144015,Golgi apparatus;Aggresome,,Staining,Uncertain
ENSG00000144021,Nucleus but not nucleoli;Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000144026,Nucleus,,Staining,Uncertain
ENSG00000144028,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000144034,Cytoplasm,,Staining,Supportive
ENSG00000144040,Cytoplasm;Golgi apparatus,,Staining,Non-supportive
ENSG00000144043,Nucleus;Vesicles,Cytoplasm,Staining,Uncertain
ENSG00000144045,Plasma membrane,,Staining,Uncertain
ENSG00000144057,Nucleus;Nucleoli,,Staining,Uncertain
ENSG00000144115,,,Staining,Uncertain
ENSG00000144152,Plasma membrane,Cell Junctions,Staining,Uncertain
ENSG00000144161,Nucleus,Centrosome,Staining,Uncertain
ENSG00000144182,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000144199,,,Staining,Uncertain
ENSG00000144214,Nucleoli,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000144218,Nucleoli,Nucleus,Staining,Supportive
ENSG00000144224,Nucleus but not nucleoli;Endoplasmic reticulum,Cytoplasm,Staining,Supportive
ENSG00000144227,Cytoplasm,Nucleus but not nucleoli;Golgi apparatus;Aggresome,Staining,Uncertain
ENSG00000144228,Vesicles,,Staining,Uncertain
ENSG00000144230,Vesicles,Cytoplasm,Staining,Non-supportive
ENSG00000144285,Centrosome,,Staining,Uncertain
ENSG00000144290,Nucleus but not nucleoli,Plasma membrane,Staining,Uncertain
ENSG00000144306,Vesicles,Cytoplasm,Staining,Uncertain
ENSG00000144320,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000144339,Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000144354,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000144355,,,Staining,Uncertain
ENSG00000144357,Nucleus,Nucleoli,Staining,Uncertain
ENSG00000144362,Vesicles,Nucleus;Cytoplasm,Staining,Uncertain
ENSG00000144366,Cytoplasm,,Staining,Supportive
ENSG00000144369,Mitochondria,Nucleus,Staining,Uncertain
ENSG00000144381,Mitochondria,,Staining,Supportive
ENSG00000144401,Nucleus,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000144406,Vesicles,,Staining,Uncertain
ENSG00000144410,,,Staining,Uncertain
ENSG00000144451,Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000144452,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000144455,Plasma membrane;Cytoskeleton (Actin filaments),,Staining,Non-supportive
ENSG00000144460,Nucleus but not nucleoli,Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000144468,Nucleus;Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000144481,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000144504,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000144524,Cytoplasm,,Staining,Supportive
ENSG00000144535,,,Staining,Uncertain
ENSG00000144559,Cytoplasm,Nucleus but not nucleoli;Golgi apparatus,Staining,Uncertain
ENSG00000144560,Nucleus;Nucleoli,,Staining,Supportive
ENSG00000144567,Cytoplasm,Cytoskeleton (Microtubules),Staining,Uncertain
ENSG00000144583,Nucleoli,Nucleus,Staining,Non-supportive
ENSG00000144589,Cytoplasm,,Staining,Supportive
ENSG00000144591,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000144619,Vesicles,,Staining,Uncertain
ENSG00000144635,Cytoplasm;Centrosome,Plasma membrane,Staining,Supportive
ENSG00000144642,Vesicles,,Staining,Supportive
ENSG00000144644,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Very low
ENSG00000144645,Plasma membrane;Cytoplasm;Golgi apparatus,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000144647,Nucleoli;Nucleus but not nucleoli;Nuclear membrane,,Staining,Uncertain
ENSG00000144648,Cytoskeleton (Microtubules),,Staining,Non-supportive
ENSG00000144655,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000144659,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000144668,Nucleus;Vesicles,Plasma membrane;Cell Junctions,Staining,Uncertain
ENSG00000144711,Nucleoli;Vesicles,Cell Junctions,Staining,Supportive
ENSG00000144736,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000144741,Mitochondria,Nucleus but not nucleoli,Staining,Supportive
ENSG00000144746,Endoplasmic reticulum,,Staining,Supportive
ENSG00000144747,Golgi apparatus,,Staining,Supportive
ENSG00000144771,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000144792,Nucleoli;Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000144802,,,Staining,Uncertain
ENSG00000144815,Vesicles,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000144820,Nucleus but not nucleoli;Vesicles,,Staining,Uncertain
ENSG00000144821,Centrosome,Mitochondria,Staining,Non-supportive
ENSG00000144824,Cytoplasm,Plasma membrane;Cytoskeleton (Intermediate filaments),Staining,Supportive
ENSG00000144827,Nucleus,,Staining,Uncertain
ENSG00000144847,Nucleus,,Staining,Non-supportive
ENSG00000144867,Plasma membrane,,Staining,Non-supportive
ENSG00000144891,,,Staining,Uncertain
ENSG00000144893,Nucleoli,,Staining,Uncertain
ENSG00000144908,,,Staining,Uncertain
ENSG00000144909,Nucleus but not nucleoli;Golgi apparatus,,Staining,Uncertain
ENSG00000144935,Vesicles,,Staining,Uncertain
ENSG00000144959,Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000145012,Cytoplasm;Focal Adhesions,,APE,High
ENSG00000145014,Cytoplasm,,Staining,Uncertain
ENSG00000145020,,,Staining,Uncertain
ENSG00000145022,Cytoplasm,,Staining,Uncertain
ENSG00000145041,,,Staining,Uncertain
ENSG00000145050,Endoplasmic reticulum,Golgi apparatus,Staining,Uncertain
ENSG00000145075,Nucleus,,Staining,Uncertain
ENSG00000145087,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000145088,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000145103,,,APE,N/A
ENSG00000145113,Nucleoli,,Staining,Uncertain
ENSG00000145147,Nucleoli;Vesicles,Nucleus;Cytoplasm,Staining,Uncertain
ENSG00000145194,,,Staining,Uncertain
ENSG00000145198,Golgi apparatus,Nucleus;Nucleoli,Staining,Uncertain
ENSG00000145214,,,Staining,Uncertain
ENSG00000145216,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000145217,Cytoskeleton (Microtubules),,Staining,Non-supportive
ENSG00000145247,Mitochondria,Plasma membrane,APE,Medium
ENSG00000145248,Nucleus but not nucleoli;Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000145283,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000145284,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000145287,,,Staining,Uncertain
ENSG00000145309,Nucleoli,,Staining,Non-supportive
ENSG00000145321,Plasma membrane,Nucleus but not nucleoli;Cytoskeleton (Actin filaments);Cell Junctions,Staining,Uncertain
ENSG00000145332,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000145337,Nucleus but not nucleoli,Mitochondria,Staining,Uncertain
ENSG00000145348,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000145349,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000145354,Endoplasmic reticulum,,Staining,Supportive
ENSG00000145365,Nucleus;Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000145375,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000145384,,,Staining,Uncertain
ENSG00000145388,Nucleus,,Staining,Uncertain
ENSG00000145390,Nucleus but not nucleoli,Golgi apparatus,Staining,Uncertain
ENSG00000145414,Cytoplasm;Centrosome,Cell Junctions,Staining,Supportive
ENSG00000145416,Mitochondria,,Staining,Uncertain
ENSG00000145423,Cytoplasm;Focal Adhesions,,Staining,Uncertain
ENSG00000145428,,,Staining,Uncertain
ENSG00000145431,Plasma membrane;Cytoplasm,Cytoskeleton (Actin filaments);Aggresome,Staining,Uncertain
ENSG00000145439,,,Staining,Uncertain
ENSG00000145476,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000145491,Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000145526,,,Staining,Uncertain
ENSG00000145555,Nucleoli;Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000145623,Nucleoli,,Staining,Uncertain
ENSG00000145675,Cytoplasm,,Staining,Uncertain
ENSG00000145681,Cytoplasm,,APE,Low
ENSG00000145685,Cytoskeleton (Actin filaments),Vesicles,Staining,Uncertain
ENSG00000145692,Cytoplasm,,Staining,Supportive
ENSG00000145700,Nucleus,Centrosome,Staining,Uncertain
ENSG00000145708,,,Staining,Uncertain
ENSG00000145723,,,Staining,Uncertain
ENSG00000145725,Nuclear membrane,Plasma membrane;Mitochondria,Staining,Uncertain
ENSG00000145740,Nucleus,Nucleoli;Golgi apparatus,Staining,Supportive
ENSG00000145781,,,Staining,Non-supportive
ENSG00000145794,Nucleus but not nucleoli;Vesicles,,Staining,Non-supportive
ENSG00000145833,Nucleus,Nucleoli,Staining,Supportive
ENSG00000145850,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000145860,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000145868,Nucleus but not nucleoli,Plasma membrane,Staining,Uncertain
ENSG00000145879,,,Staining,Uncertain
ENSG00000145882,Nucleus but not nucleoli,Mitochondria,Staining,Uncertain
ENSG00000145888,Nucleus,Cytoplasm,Staining,Non-supportive
ENSG00000145901,Cytoplasm,,Staining,Supportive
ENSG00000145907,Cytoplasm,,Staining,Supportive
ENSG00000145911,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000145919,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000145934,Mitochondria,Nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000145936,Cytoskeleton (Intermediate filaments),Cytoplasm,Staining,Uncertain
ENSG00000145949,Nucleoli;Golgi apparatus,Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000145975,Nucleus,Nucleoli,Staining,Uncertain
ENSG00000145979,Nucleus,Plasma membrane;Golgi apparatus;Vesicles,Staining,Supportive
ENSG00000145982,Plasma membrane,,APE,Very low
ENSG00000145990,Nucleus but not nucleoli;Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000145996,Cytoplasm,,Staining,Uncertain
ENSG00000146007,Nucleus;Mitochondria,,Staining,Uncertain
ENSG00000146013,Plasma membrane;Vesicles,Cytoplasm,Staining,Supportive
ENSG00000146038,Nucleoli;Cytoplasm;Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000146039,Nucleus,Nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000146049,Cytoplasm,,Staining,Uncertain
ENSG00000146054,Cytoplasm;Vesicles,Nucleus but not nucleoli,Staining,Supportive
ENSG00000146063,,,Staining,Uncertain
ENSG00000146067,Nucleus;Nucleoli,,Staining,Uncertain
ENSG00000146070,Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000146072,Cytoplasm,,Staining,Supportive
ENSG00000146083,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146085,Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000146090,Mitochondria,Golgi apparatus,Staining,Uncertain
ENSG00000146151,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146166,Nucleus,,Staining,Uncertain
ENSG00000146192,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146197,,,Staining,Uncertain
ENSG00000146205,Nucleus,Plasma membrane,Staining,Uncertain
ENSG00000146215,Nucleoli;Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146216,Cytoplasm,Nucleus;Cell Junctions,Staining,Supportive
ENSG00000146221,Vesicles,Cytoplasm,Staining,Uncertain
ENSG00000146223,Mitochondria,Nucleoli,Staining,Uncertain
ENSG00000146232,Nucleus;Nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000146233,Mitochondria,,Staining,Non-supportive
ENSG00000146242,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146243,Cytoplasm,,Staining,Uncertain
ENSG00000146250,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146267,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146278,Cytoplasm,,Staining,Uncertain
ENSG00000146281,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000146350,Mitochondria,,Staining,Uncertain
ENSG00000146352,Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000146373,Nucleus,,Staining,Uncertain
ENSG00000146386,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000146409,Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000146410,Vesicles,,APE,Very low
ENSG00000146411,Cell Junctions,Plasma membrane,Staining,Non-supportive
ENSG00000146414,Cytoskeleton (Microtubules),Nucleus but not nucleoli,Staining,Uncertain
ENSG00000146426,Nucleus;Nucleoli;Cytoplasm,,APE,Very low
ENSG00000146433,Vesicles,Golgi apparatus,Staining,Uncertain
ENSG00000146457,Nucleus but not nucleoli,,APE,High
ENSG00000146469,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000146476,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000146477,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000146555,Cytoplasm,,Staining,Non-supportive
ENSG00000146648,Plasma membrane,Cytoplasm,Staining,Supportive
ENSG00000146670,Nucleus but not nucleoli,Plasma membrane,Staining,Supportive
ENSG00000146674,Nucleus but not nucleoli;Mitochondria,,Staining,Uncertain
ENSG00000146701,Mitochondria,,APE,High
ENSG00000146733,Cytoplasm,,APE,Low
ENSG00000146755,Vesicles,,Staining,Supportive
ENSG00000146757,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000146776,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000146802,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000146809,Cytoplasm,,Staining,Uncertain
ENSG00000146826,Vesicles,Plasma membrane;Centrosome,APE,Low
ENSG00000146830,Vesicles,Cytoskeleton (Microtubules),APE,Low
ENSG00000146833,Cytoplasm,Plasma membrane,APE,High
ENSG00000146842,Nucleus;Nuclear membrane,Cytoplasm;Golgi apparatus;Vesicles;Cytoskeleton (Actin filaments);Centrosome,Staining,Uncertain
ENSG00000146856,Nucleus but not nucleoli;Cytoplasm;Mitochondria,,APE,Very low
ENSG00000146858,Cytoplasm,,Staining,Uncertain
ENSG00000146859,Cytoplasm,,Staining,Uncertain
ENSG00000146918,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000146926,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000146938,Vesicles,Nucleus,Staining,Uncertain
ENSG00000146966,Mitochondria,Nucleus but not nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000147010,Nucleus but not nucleoli;Cytoplasm,,APE,Low
ENSG00000147041,Nucleus but not nucleoli,Cytoplasm;Cytoskeleton (Microtubules),Staining,Uncertain
ENSG00000147044,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000147050,Nucleus;Nucleoli,Cytoplasm;Golgi apparatus,APE,Very low
ENSG00000147065,Plasma membrane,Nucleus;Nucleoli,APE,High
ENSG00000147081,Nucleus,Cytoplasm,APE,Very low
ENSG00000147082,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000147100,Plasma membrane,Cytoplasm;Golgi apparatus,Staining,Uncertain
ENSG00000147113,Cytoplasm,,Staining,Uncertain
ENSG00000147117,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000147123,Mitochondria,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000147130,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000147133,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000147138,Vesicles,,Staining,Non-supportive
ENSG00000147144,,,Staining,Uncertain
ENSG00000147155,Endoplasmic reticulum,,Staining,Supportive
ENSG00000147162,Nucleus but not nucleoli,Cytoplasm;Centrosome,APE,Very low
ENSG00000147166,Cytoplasm,,Staining,Uncertain
ENSG00000147174,Vesicles,Golgi apparatus,Staining,Uncertain
ENSG00000147180,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000147183,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000147202,Nucleoli;Golgi apparatus;Vesicles,Cytoplasm;Mitochondria,Staining,Supportive
ENSG00000147206,Cytoplasm,,Staining,Supportive
ENSG00000147231,Cytoplasm,,Staining,Uncertain
ENSG00000147234,Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000147246,Nucleus;Plasma membrane,Cytoplasm,Staining,Supportive
ENSG00000147256,Nucleus,Vesicles,Staining,Uncertain
ENSG00000147257,Cytoplasm,Plasma membrane;Golgi apparatus;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000147262,Nucleus,,Staining,Uncertain
ENSG00000147316,Nucleus but not nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000147378,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000147381,Nucleus but not nucleoli;Nuclear membrane;Plasma membrane;Cytoplasm,,APE,Very low
ENSG00000147383,Endoplasmic reticulum;Vesicles,,APE,High
ENSG00000147394,Plasma membrane;Cytoplasm,,APE,Medium
ENSG00000147400,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000147402,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000147403,Cytoplasm,,Staining,Supportive
ENSG00000147416,Vesicles,Golgi apparatus,Staining,Supportive
ENSG00000147419,Nucleus but not nucleoli;Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000147439,Nucleus but not nucleoli;Vesicles,,Staining,Non-supportive
ENSG00000147454,,,Staining,Uncertain
